[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::ChooseAdapter, Adapter : NVIDIA GeForce RTX 3060 Laptop GPU
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\Helper\DX12Helper.cpp, DX12Helper::CreateDevice, FeatureLevel : 12.2
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\Helper\DX12Helper.cpp, DX12Helper::CreateDevice, Initilization succeeded
[Info] 2025/09/18 17:36:21, DirectX12, Initialize, DirectX12 Initialized.
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateCommandResources, Begin to create command queue
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateCommandResources, Command queue creation completed
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateCommandResources, Begin to create command allocator
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateCommandResources, Command allocator creation completed
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateCommandResources, Begin to create command list
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateCommandResources, Command list creation completed
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateSwapChainAndResource, Swap chain creation completed
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateSwapChainAndResource, Resource acquisition from swap chain completed
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateFenceAndEvent, Fence creation completed
[Info] 2025/09/18 17:36:21, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateDirectXShaderCompiler, DXC initialization completed
[Info] 2025/09/18 17:36:22, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateD3D11Device, D3D11 device creation completed
[Info] 2025/09/18 17:36:22, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateD3D11Device, D3D11On12 device creation completed
[Info] 2025/09/18 17:36:22, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateD2D1Factory, D2D1 factory creation completed
[Info] 2025/09/18 17:36:22, D:\VSProject\CG\GameEngine_DX12\Engine\Core\DirectX12\DirectX12_Impl.cpp, DirectX12::CreateID2D1DeviceContext, D2D device context creation completed
